"No..of.Tanks","Stock.number.","Date.of.Birth","Fish.name","Genotype.","Fish.number","Responsible","Female.Parent.Genotype","Male.Parent.Genotype","Female.Parent.Stock","Male.Parent.Stock","Notes"
1,"22759","18-Jan-22","mpeg:CreERT2-L10; ubi:nRSG","Enter genotype",80,"DNK/MHM","mpeg:CreERT2-L10; ubi:nRSG","AB","22133","","F2, nR+"
1,"22760","18-Jan-22","mpeg:CreERT2-L11; ubi:nRSG","Enter genotype",80,"DNK/MHM","mpeg:CreERT2-L11; ubi:nRSG","AB","22192","","F2, nR+"
1,"22761","18-Jan-22","tcima/b mut; mpeg:NTR outx tcima/b het","Enter genotype",120,"DNK/MHM","tcima/b mutant; mpeg:NTR","tcima/b het","22126","19748","cmlc2:GFP+, for transplants and mpeg rescue"
1,"22762","18-Jan-22","tcima/b mut; mpeg:NTR outx tcima/b het","Enter genotype",40,"DNK/MHM","tcima/b mutant; mpeg:NTR","tcima/b het","22126","19748","cmlc2:GFP- (Tg-), for transplants and mpeg rescue"
1,"22829","26-Jan-22","stl655:tg(ctgfa:GFP-L9) GFP+","Enter genotype",40,"MHM/RM","AB*","stl655:tg(ctgfa:GFP-L9) GFP+","","19551","GFP+"
1,"22830","26-Jan-22","stl656:tg(-4 ctgfa:GFP-L4)","Enter genotype",40,"MHM/RM","AB*","stl656:tg(-4 ctgfa:GFP-L4)","","19552","GFP+"
1,"22831","26-Jan-22","stl657:tg(-3 ctgfa:GFP-L1)","Enter genotype",40,"MHM/RM","AB*","stl657:tg(-3 ctgfa:GFP-L1)","","19982","GFP+"
1,"22832","26-Jan-22","stl658:tg(1kb ctgfa:GFP-L1)","Enter genotype",40,"MHM/RM","AB*","stl658:tg(1kb ctgfa:GFP-L1)","","19502","GFP+"
1,"22838","25-Jan-22","hsp70:BACH1-2A-EGFP-L3","Enter genotype",7,"DNK/MHM","AB","hsp70:BACH1-2A-EGFP-L3 F1","","22125","weak lens GFP+"
1,"22839","25-Jan-22","gfap:EGFP ","Enter genotype",40,"DNK/MHM","gfap:EGFP","gfap:EGFP","22055","22055","strong GFP+"
1,"22840","25-Jan-22","mpeg:NTR-IRES-EGFP outx AB Tg+","Enter genotype",120,"DNK/MHM","mpeg:NTR-IRES-EGFP","AB","","","cmlc2:EGFP+ (Tg+)"
1,"22841","25-Jan-22","mpeg:NTR-IRES-EGFP outx AB Tg-","Enter genotype",120,"DNK/MHM","mpeg:NTR-IRES-EGFP","AB","","","cmlc2:EGFP- (Tg-)"
1,"22842","25-Jan-22","zfp36l1a/b het inx","Enter genotype",40,"DNK/MHM","zfp36la/b het","zfp36la/b het","22174","22174",""
1,"22859","28-Jan-22","hdac10-stl715","+/+ or +/- or -/-",80,"VMS/MHM","hdac10-stl715(+/-)","hdac10-stl715(+/-)","22244","22244","Genotype , the surgery and swim"
1,"22879","1-Feb-22","zfp36l1a/b het outx mpeg:YFP","Enter genotype",40,"DNK/MHM","mpeg:YFP","zfp36l1a/b het","21999","22174","Iodinated , YFP+"
1,"22880","1-Feb-22","zfp36l1a/b het inx","Enter genotype",120,"DNK/MHM","zfp36l1a/b het","zfp36l1a/b het","22174","22174","Iodinated"
1,"22881","1-Feb-22","junbb (stl671/+) inx","Enter genotype",80,"DNK/MHM","junbb (stl671/+) het","junbb (stl671/+) het","19369","19369","Iondinated"
1,"22886","1-Feb-22","ubi:mTagBFP2-switch-TCIM-2A-EGFP-L1","Enter genotype",40,"DNK/MHM","ubi:mTagBFP2-switch-TCIM-2A-EGFP F0","AB","22361","","PCR for BFP and GFP"
1,"22891","5-Feb-22","huc:GFP+/-;casper","Enter genotype",40,"MHM/RM","Casper","huc:GFP+/-;casper","","19861","GFP+,iodinated"
1,"22892","5-Feb-22","isl1:GFP+/-; casper","Enter genotype",35,"MHM/RM","Casper","isl1:GFP+/-; casper","","19894","GFP+,iodinated"
1,"22893","5-Feb-22","sox2-2A-sfGFP/+;casper","Enter genotype",40,"MHM/RM","Casper","sox2-2A-sfGFP/+;casper","","19895","GFP+,iodinated"
1,"22894","5-Feb-22","Nestin:GFP+/-;casper","Enter genotype",40,"MHM/RM","Casper","Nestin:GFP+/-;casper","","19862","GFP+,iodinated"
1,"22896","6-Feb-22","huc:GFP +/-","Enter genotype",40,"MHM/RM","AB","huc:GFP +/-","","21935","GFP+,iodinated"
1,"22897","6-Feb-22","sox2-2A-sfGFP +/-","Enter genotype",40,"MHM/RM","AB","sox2-2A-sfGFP +/-","","21934","GFP+,iodinated"
1,"22898","6-Feb-22","Nestin:GFP +/+","Enter genotype",40,"MHM/RM","Nestin:GFP +/+","Nestin:GFP +/+","21759","21759","GFP+,iodinated"
1,"22899","6-Feb-22","isl1:GFP+/+","Enter genotype",40,"MHM/RM","isl1:GFP+/+","isl1:GFP+/+","21758","21758","GFP+,iodinated"
1,"22903","8-Feb-22","tcima/b het inx","Enter genotype",120,"DNK/MHM","tcima/b het","tcima/b het","s19748","s19748","Iodined 2/9 by DNK ; to make het and A/B breeders"
1,"22907","9-Feb-22","cry:CFP;HS:Zeb2a-2A-mcherry","Enter genotype",40,"MHM/RM","cry:CFP;HS>Dnyap-2A-mcherry","AB","","","CFP+ eye iodinated from Q"
1,"22908","9-Feb-22","AB* ","Enter genotype",40,"MHM/RM","AB* ","AB* ","","","iodinated"
1,"22909","8-Feb-22","sox2-2A-CreERT2; ubi:nRSG","Enter genotype",120,"MHM/RM","sox2-2A-Cre","ubi:nRSG","21527","21065","nR+"
1,"22910","8-Feb-22","sox2-2A-CreERT2; ubi:mTagBFP2-switch-TCIM-2A-EGFP","Enter genotype",80,"DNK/MHM","sox2-2A-Cre","ubi:mTagBFP2-switch-TCIM-2A-EGFP","21527","22361",""
1,"22914","10-Feb-22","AB* ","Enter genotype",40,"MHM/RM","AB*","AB*","","",""
1,"22933","9-Feb-22","AB*","Enter genotype",40,"MHM/RM","AB","Ab","","",""
1,"22958","15-Feb-22","sox-2A-CreER; Casper  Cre______","Enter genotype",40,"MHM/RM","CAsper","sox-2A-CreER; Casper  Cre +","","22550","Geno foe Cre"
1,"22959","15-Feb-22","ubi:nRSG +/- ;Casper","Enter genotype",40,"MHM/RM","Casper","ubi:nRSG;Casper","","22551","RFP+"
1,"22960","15-Feb-22","NeuroD:GFP +/+","Enter genotype",40,"MHM/RM","NeuroD:GFP +/+","NeuroD:GFP +/+","21432","21432","GFP+"
1,"22966","14-Feb-22","GFP-tcima injected","Enter genotype",50,"DNK/MHM","Tu","Tu","","",""
1,"22967","14-Feb-22","GFP-2A-3xFlag-tcima injected","Enter genotype",60,"DNK/MHM","Tu","Tu","","",""
1,"22976","16-Feb-22","mstnb","+/+ or +/- or -/-",120,"VMS/MHM","mstn(+/-)","mstn(+/-)","20950","","mstnb het inX. Genotype for +/+ and -/-. Then, surgery for various experiments."
1,"22982","22-Feb-22","junbb (stl671/+) x -5.5ctgfa:EGFP","Enter genotype",40,"DNK/MHM","Tg(-5.5ctgfa:EGFP)","junbb (stl671/+) het","","","EGFP+ ; Iodinated 2/23"
1,"22989","23-Feb-22","foxd3-17:GFP","Enter genotype",25,"MHM/RM","AB","foxd3-17:GFP(fz sperm)","","","GFP+"
1,"22990","23-Feb-22","foxd3-18:GFP","Enter genotype",25,"MHM/RM","AB","foxd3-18:GFP(fz sperm)","","","GFP+"
1,"22997","21-Feb-22","GFP-tcima injected","Enter genotype",47,"DNK/MHM","AB","AB","","",""
1,"22998","21-Feb-22","GFP-2A-3xFlag-tcima injected","Enter genotype",120,"DNK/MHM","AB","AB","","",""
1,"22999","23-Feb-22","ubi:mTagBFP2-switch-DTA injected","Enter genotype",13,"DNK/MHM","AB","AB","","",""
1,"23000","23-Feb-22","ubi:mTagBFP2-switch-TCIM-2A-EGFP injected","Enter genotype",120,"DNK/MHM","AB","AB","","",""
1,"23001","23-Feb-22","mpeg:CreERT2 injected","Enter genotype",60,"DNK/MHM","AB","AB","","",""
1,"23004","24-Feb-22","hsp70:DN-MAML ","Enter genotype",40,"MHM/RM","AB","hsp70:DN-MAML ","","20486","cry +"
1,"23024","2-Mar-22","junbb (stl671/+) x -4ctgfa:EGFP","Enter genotype",32,"DNK/MHM","junbb (stl671/+) het","Tg(-1ctgfa:EGFP)","19369","","EGFP+ ; Iondinated 3/2"
1,"23025","2-Mar-22","egr1 (stl667/+) het inx","Enter genotype",27,"DNK/MHM","egr1 (stl667/+)","egr1 (stl667/+)","19445","19445","Iodinated 3/2"
1,"23026","1-Mar-22","1kb-ctgfa-dgRNP injected","Enter genotype",120,"DNK/LZ/MHM","Tu","Tu","","",""
1,"23032","3-Mar-22","stl654:Tg(HS:twist1a-2A-GFP-L3A","Enter genotype",40,"MHM/RM","AB","stl654:Tg(HS:twist1a-2A-GFP-L3A","","19759","GFP+"
1,"23054","8-Mar-22","tg(Nkx62.2:EGFP) +/-","Enter genotype",0,"MHM/RM","AB*","tg(Nkx62.2:EGFP) +/-(cryo sperm)","","4935","GFP+"
1,"23065","8-Mar-22","Tg(hsp70:C8ORF4-2A-EGFP-L1)","Enter genotype",40,"DNK/MHM","AB","hsp70:C8ORF4-2A-EGFP-L1","","22431","GFP+ ; Iodinated 3/9"
1,"23066","8-Mar-22","Tg(hsp70:C8ORF4-2A-EGFP-L3)","Enter genotype",40,"DNK/MHM","AB","hsp70:C8ORF4-2A-EGFP-L3","","22171","GFP+ ; Iodinated 3/9"
1,"23067","8-Mar-22","Tg(mpeg:NTR-IRES-EGFP)","Enter genotype",40,"DNK/MHM","Tg(mpeg:NTR-IRES-EGFP)","","20418","","cmlc2:EGFP+ ;  Iodinated 3/9"
1,"23068","8-Mar-22","Tg(mpeg:YFP)","Enter genotype",40,"DNK/MHM","AB","Tg(mpeg:YFP)","","21999","GFP+ ; Iodinated 3/9"
1,"23069","8-Mar-22","Tg(mpeg:tdTomato) inx","Enter genotype",40,"DNK/MHM","mpeg:tdTomato","mpeg:tdTomato","22432","22432","tdTom+ ; Iodinated 3/9"
1,"23077","8-Mar-22","sox10:RFP;mbp:GFPcaax +/-","Enter genotype",40,"MHM/RM","AB","sox10:RFP;mbp:GFP +/-(cryo sperm)","","","RFP+;GFP+"
1,"23103","17-Mar-22","EK","Enter genotype",40,"MHM/RM","EK","EK","","","iodinated"
1,"23104","17-Mar-22","prkdc -/-;il2rga -/-;wt","Enter genotype",40,"MHM/RM","prkdc -/-;il2rga -/-;wt","prkdc -/-;il2rga -/-;wt","22714","22714","iodinated"
1,"23105","15-Mar-22","ctgfa-creER-L1  x ub:switch(GSR) Cre_______","Enter genotype",40,"MHM/RM","ctgfa-creER-L1","ub:switch(GSR)","20731","21433",""
1,"23106","17-Mar-22","HS:Twist1a-2AGFP-L1","Enter genotype",40,"MHM/RM","EK","HS:Twist1a-2AGFP-L1","","20113","GFP+, iodinated"
1,"23107","15-Mar-22","egr1 (stl667/+) het outx","Enter genotype",80,"DNK/MHM","egr1 (stl667/+)","AB","19445","","Iodinated on 3/15"
1,"23108","15-Mar-22","mpeg:YFP; mfap4:tdTomato-CAAX","Enter genotype",51,"DNK/MHM","mpeg:YFP;mfap4:tdTomato-CAAX","AB","21937","","YFP+; Iodinated on 3/15 ; genotype for tdTom"
1,"23109","15-Mar-22","tnfa:emGFP; mfap4:tdTomato-CAAX","Enter genotype",28,"DNK/MHM","tnfa:emGFP; mfap4:tdTomato-CAAX","AB","20415","","lens GFP+ ; Iodinated on 3/15 ; genotype for tdTom"
1,"23132","22-Mar-22","GFAP:GFP +/-","Enter genotype",40,"MHM/RM","AB","GFAP:GFP +/-","","22055","GFP+(iodinated)"
1,"23133","22-Mar-22","huc-mcherry-NTR-L1","Enter genotype",40,"MHM/RM","AB","huc-mcherry-NTR-L1","","19782","RFP+(iodinated)"
1,"23149","26-Mar-22","TU- Control","wildtype",80,"VMS/MHM","tubigen","tubigen","","","Uninjected control for Crispants"
1,"23150","26-Mar-22","Syt11a/b_dgRNP_CRISPR_injected_F0","F0/+",67,"VMS/MHM","tubigen","tubigen","","","For genotype, surgery and swims"
1,"23151","26-Mar-22","vamp4_dgRNP_CRISPR_injected_F0","F0/+",80,"VMS/MHM","tubigen","tubigen","","","For genotype, surgery and swims"
1,"23152","26-Mar-22","hdac10 _CRISPR_F1 ","vms1/+",40,"VMS/MHM","hdac10_F0","tubigen","22418","22595","hdac10 crispant, Founder 1, outcrossed to TU"
1,"23153","26-Mar-22","hdac10 _CRISPR_F1 ","vms3/+",40,"VMS/MHM","hdac10_F0","tubigen","22418","22595","hdac10 crispant, Founder 3, outcrossed to TU"
1,"23154","26-Mar-22","chrnb2 _CRISPR_F1","vms1/+",40,"VMS/MHM","tubigen","chrnb2_F0","22595","22377","chrnb2 crispant, Founder 1, outcrossed to TU"
1,"23155","26-Mar-22","vamp4_CRISPR_F1","vms1/+",40,"VMS/MHM","vamp4_F0","tubigen","22378","22595","vamp4 crispant, Founder 1, outcrossed to TU"
1,"23156","26-Mar-22","vamp4_CRISPR_F1","vms2/+",40,"VMS/MHM","vamp4_F0","tubigen","22378","22595","vamp4 crispant, Founder 2, outcrossed to TU"
1,"23157","26-Mar-22","vamp4_CRISPR_F1 ","vms3/+",40,"VMS/MHM","vamp4_F0","tubigen","22378","22595","vamp4 crispant, Founder 3, outcrossed to TU"
1,"23158","26-Mar-22","shootin3 _CRISPR_F1 ","vms1/+",40,"VMS/MHM","tubigen","shootin3_F0","22548","22354","shootin3 crispant, Founder 1, outcrossed to TU"
1,"23159","26-Mar-22","shootin3 _CRISPR_F1 ","vms2/+",40,"VMS/MHM","tubigen","shootin3_F0","22548","22354","shootin3 crispant, Founder 2, outcrossed to TU"
1,"23160","26-Mar-22","shootin3 _CRISPR_F1 ","vms3/+",40,"VMS/MHM","tubigen","shootin3_F0","22548","22354","shootin3 crispant, Founder 3, outcrossed to TU"
1,"23161","26-Mar-22","syt11b _CRISPR_F1 ","vms1/+",40,"VMS/MHM","tubigen","syt11b_F0","22595","22373","syt11b crispant, Founder 1, outcrossed to TU"
1,"23162","26-Mar-22","syt11b _CRISPR_F1 ","vms2/+",40,"VMS/MHM","tubigen","syt11b_F0","22595","22373","syt11b crispant, Founder 2, outcrossed to TU"
1,"23163","26-Mar-22","syt11b _CRISPR_F1 ","vms3/+",40,"VMS/MHM","tubigen","syt11b_F0","22595","22373","syt11b crispant, Founder3, outcrossed to TU"
1,"23164","26-Mar-22","syt11a _CRISPR_F1 ","vms1/+",40,"VMS/MHM","tubigen","syt11a_F0","22548","22374","syt11a crispant, Founder 1, outcrossed to TU"
1,"23165","26-Mar-22","syt11a _CRISPR_F1 ","vms2/+",40,"VMS/MHM","tubigen","syt11a_F0","22548","22374","syt11a crispant, Founder 2, outcrossed to TU"
1,"23166","26-Mar-22","syt11a _CRISPR_F1 ","vms3/+",40,"VMS/MHM","tubigen","syt11a_F0","22548","22374","syt11a crispant, Founder3, outcrossed to TU"
1,"23178","25-Mar-22","mpeg-2A-3x-Flag-CreERT2 Injected","Enter genotype",40,"DNK/MHM","Tu","Tu","","","PCR for JF"
1,"23188","30-Mar-22","ub:switch(GSR) GFP+/+","Enter genotype",40,"MHM/RM","ub:switch(GSR) GFP+/+","ub:switch(GSR) GFP+/+","21433","21433","GFP+"
1,"23189","30-Mar-22","ub:nRSG RFP+/+","Enter genotype",40,"MHM/RM","ub:nRSG RFP+/+","ub:nRSG RFP+/+","21065","21065","RFP+"
1,"23195","29-Mar-22","chrnb2 _CRISPR_F1","vms2/+",40,"VMS/MHM","tubigen","chrnb2_F0","22595","22377","chrnb2 crispant, Founder2, outcrossed to TU"
1,"23232","6-Apr-22","Sox2-2a-sfGFP","Enter genotype",40,"MHM/RM","AB","Sox2-2a-sfGFP","","","for Lili"
1,"23238","5-Apr-22","mpeg-2A-3x-Flag-CreERT2 Injected","Enter genotype",70,"DNK/MHM","AB","AB","","",""
1,"23250","8-Apr-22","ctgfa +/- x AB","Enter genotype",40,"MHM/RM","AB","ctgfa +/- ","","20680","Genotype"
1,"23251","8-Apr-22","ctgfa +/- x prkdc-/-;il2rga -/-;WT","Enter genotype",40,"MHM/RM","ctgfa +/-"," prkdc-/-;il2rga -/-;WT","20680","","Genotype for ctgfa and skid"
1,"23266","12-Apr-22","Tu","Enter genotype",80,"DNK/MHM","Tu","Tu","22595","22595",""
1,"23267","12-Apr-22","mpeg1.1-2A-CreERT2 Injected","Enter genotype",90,"DNK/MHM","Tu","Tu","22595","22595",""
1,"23268","12-Apr-22","lyz:EGFP; tcima/b het","Enter genotype",80,"DNK/MHM","lyz:EGFP; tcima/b het","AB","20307","","GFP+ tdTom-"
1,"23279","14-Apr-22","tg(-4.9 mstnb:cre-ERT2)-L5;ubi:nRSG Cre_____","Enter genotype",40,"MHM/RM","tg(-4.9 mstnb:cre-ERT2)-L5","ubi:nRSG","22547","","R+:geno for Cre+"
1,"23312","19-Apr-22","mpeg:CreERT2-L8; ubi:nRSG","Enter genotype",80,"DNK/MHM","mpeg:CreERT2-L8","ubi:nRSG","","","Tam treated"
1,"23316","21-Apr-22","tg(-4.9 mstnb:cre-ERT2)-L2;ubi:nRSG Cre_____","Enter genotype",40,"MHM/RM","tg(-4.9 mstnb:cre-ERT2)-L2","ubi:nRSG","","22311","RFP+"
1,"23336","28-Apr-22","ctgfa-R-NTR-L13","Enter genotype",40,"MHM/RM","AB","ctgfa-R-NTR-L13","","21224","RFP+"
1,"23337","28-Apr-22","ddit4-M1-L2 +/-","Enter genotype",40,"MHM/RM","AB","ddit4-M1-L2 +/-","","20879","geno "
1,"23340","27-Apr-22","olig2:GFP +/+","Enter genotype",40,"MHM/RM","olig2:GFP +/+","olig2:GFP +/+","22557","22557","GFP+"
1,"23348","28-Apr-22","EKAB","Enter genotype",40,"MHM/RM","EK","AB","","",""
1,"23357","3-May-22","Tg(-4.9mstnb:cre-ERT2)-L10 x nRSG Cre_____","Enter genotype",40,"MHM/RM","Tg(-4.9mstnb:cre-ERT2)-L10","nRSG","22381","","RFP+ Geno for Cre"
1,"23361","3-May-22","Tg(-1kb-ctgfa:EGFP); junbb het inx","Enter genotype",80,"DNK/MHM","Tg(-1kb-ctgfa:EGFP); junbb het","Tg(-1kb-ctgfa:EGFP); junbb het","23027","23027","EGFP+"
1,"23362","3-May-22","Tg(-5.5kb-ctgfa:EGFP); junbb het inx","Enter genotype",80,"DNK/LZ/MHM","Tg(-5.5kb-ctgfa:EGFP); junbb het","Tg(-5.5kb-ctgfa:EGFP); junbb het","22982","22982","EGFP+"
1,"23363","3-May-22","1kb-ctgfa-del-L1","Enter genotype",40,"DNK/LZ/MHM","AB","1kb-ctgfa-dgRNP injected","","",""
1,"23364","3-May-22","1kb-ctgfa-del-L3","Enter genotype",12,"DNK/LZ/MHM","AB","1kb-ctgfa-dgRNP injected","","",""
1,"23365","3-May-22","1kb-ctgfa-del-L4","Enter genotype",40,"DNK/LZ/MHM","AB","1kb-ctgfa-dgRNP injected","","",""
1,"23366","3-May-22","1kb-ctgfa-del-L5","Enter genotype",40,"DNK/LZ/MHM","AB","1kb-ctgfa-dgRNP injected","","",""
1,"23397","11-May-22","AB*","Enter genotype",40,"MHM/RM","AB*","AB*","","",""
1,"23403","10-May-22","ctgfa-CreER-L1   Cre_______","Enter genotype",40,"MHM/RM","AB","ctgfa-CreER-L1   Cre____+___","","20731",""
1,"23405","10-May-22","mbpcaax:GFP +/-","Enter genotype",40,"MHM/RM","AB","mbpcaax:GFP +/-","","20114","gfp+"
1,"23444","17-May-22","Tg(ctgfa:CreER-L7) Cre______","Enter genotype",40,"MHM/RM","AB","ctgfa:CreER-L7","","20779",""
1,"23445","17-May-22","pkrdc+/-;il2rga+/-:WT","Enter genotype",40,"MHM/RM","AB","pkrdc-/-;il2rga-/-","","","geno to confirm"
1,"23446","19-May-22","Tg(ctgfa:180E L1)","Enter genotype",40,"MHM/RM","AB","ctgfa:180E L1","","20456","GFP+"
1,"23447","19-May-22","Tg(ctgfa-R-NTR-L13) RFP+","Enter genotype",40,"MHM/RM","AB","ctgfa-R-NTR-L13","","21224","RFP+"
1,"23456","20-May-22","prkdc-/-;il2rga-/-;WT","Enter genotype",40,"MHM/RM","prkdc-/-;il2rga-/-;WT","prkdc-/-;il2rga-/-;WT","23104","23104","died"
1,"23457","20-May-22","mstnb-cre-L1 x nRSG CRE______","Enter genotype",40,"MHM/RM","mstnb-Cre-L1","ub:nRSG","","","RFP+"
1,"23482","24-May-22","apoeb stl673/+ het inx","Enter genotype",80,"DNK/MHM","apoeb stl673/+","apoeb stl673/+","19619","19619","Iodinated 5/25"
1,"23483","24-May-22","apoeb stl674/+ het inx","Enter genotype",80,"DNK/MHM","apoeb stl674/+","apoeb stl674/+","19581","19581","Iodinated 5/25"
1,"23484","24-May-22","pfkfb1 1_2 het outx AB","Enter genotype",40,"DNK/MHM","AB","pfkfb1 1_2 het","","20105","Iodinated 5/25"
1,"23485","24-May-22","pfkfb1 3_3 het outx AB","Enter genotype",40,"DNK/MHM","AB","pfkfb1 3_3 het","","20516","Iodinated 5/25"
1,"23486","24-May-22","stab1 1_1 het outx AB","Enter genotype",40,"DNK/MHM","AB","stab1 1_1 het","","21526","Iodinated 5/25"
1,"23497","26-May-22","GFP-2A-3xFlag-tcima injected (0.5x)","Enter genotype",60,"DNK/MHM","Tu","Tu","","",""
1,"23498","26-May-22","GFP-2A-3xFlag-tcima injected (1x)","Enter genotype",45,"DNK/MHM","Tu","Tu","","",""
1,"23499","26-May-22","GFP-tcima injected (0.5x)","Enter genotype",40,"DNK/MHM","Tu","Tu","","",""
1,"23500","26-May-22","GFP-tcima injected (1x)","Enter genotype",20,"DNK/MHM","Tu","Tu","","",""
1,"23527","2-Jun-22","prkdc-/-;il2rga-/-;WT","Enter genotype",40,"MHM/RM","prkdc-/-;il2rga-/-;WT","prkdc-/-;il2rga-/-;WT","23104","23104",""
1,"23528","31-May-22","Tg(mpeg1.1:NTR-IRES-EGFP) outx AB (Tg-)","Enter genotype",120,"DNK/MHM","Tg(mpeg1.1:NTR-IRES-EGFP)","AB","23067","","cmlc2:EGFP-"
1,"23529","31-May-22","Tg(mpeg1.1:NTR-IRES-EGFP) outx AB (Tg+)","Enter genotype",120,"DNK/MHM","Tg(mpeg1.1:NTR-IRES-EGFP)","AB","23067","","cmlc2:EGFP+"
1,"23530","31-May-22","tcima-/-;tcimb-/+ X tcima-/+;tcimb-/-","Enter genotype",120,"DNK/MHM","tcima-/-;tcimb-/+","tcima-/+;tcimb-/-","22903","22903",""
1,"23534","2-Jun-22","Sox2-2A-CreER CRE_______","Enter genotype",40,"MHM/RM","AB","Sox2-2A-CreER CRE___+____","","21527",""
1,"23539","2-Jun-22","j1766(GPNMB3:GFP)","Enter genotype",40,"MHM/RM","ab","j1766(GPNMB3:GFP)","","20825","gfp+"
1,"23550","2-Jun-22","ctgfa-R-NTR-L13","Enter genotype",40,"MHM/RM","AB","ctgfa-R-NTR-L13","","","RFP+"
1,"23556","7-Jun-22","j1784:DCT-1:GFP +/-","Enter genotype",40,"MHM/RM","AB","j1784:DCT-1:GFP +/-","","21896","GFP+"
1,"23560","9-Jun-22","EKAB","Enter genotype",40,"MHM/RM","AB","EK","","","for Lili"
1,"23577","10-Jun-22","Tg(actc1b:NTR-2A-mcherry) +/-","Enter genotype",40,"MHM/RM","AB","Tg(actc1b:NTR-2A-mcherry) -/-","","","RFP+"
1,"23597","14-Jun-22","mpeg:YFP; tcima/b het x AB","Enter genotype",40,"DNK/MHM","AB","mpeg:YFP; tcima/b het","","22128","YFP+"
1,"23598","14-Jun-22","hsp70:C8OF4-2A-EGFP-L3 x AB (Tg+)","Enter genotype",90,"DNK/MHM","hsp70:C8ORF4-2A-EGFP-L3","AB","23066","","lens GFP+"
1,"23599","14-Jun-22","hsp70:C8OF4-2A-EGFP-L3 x AB (Tg-)","Enter genotype",90,"DNK/MHM","hsp70:C8ORF4-2A-EGFP-L3","AB","23066","","lens GFP-"
1,"23600","14-Jun-22","hsp70:C8ORF4-2A-EGFP-L3 outx mpeg:NTR-IRES-EGFP (TCIM+ NTR+)","Enter genotype",50,"DNK/MHM","mpeg1.1:NTR-IRES-EGFP","hsp70:C8ORF4-2A-EGFP","23066","23067","lens+; cmlc2:EGFP+"
1,"23601","14-Jun-22","hsp70:C8ORF4-2A-EGFP-L3 outx mpeg:NTR-IRES-EGFP (TCIM+ NTR-)","Enter genotype",50,"DNK/MHM","mpeg1.1:NTR-IRES-EGFP","hsp70:C8ORF4-2A-EGFP","23066","23067","lens+; cmlc2:EGFP-"
1,"23602","14-Jun-22","hsp70:C8ORF4-2A-EGFP-L3 outx mpeg:NTR-IRES-EGFP (TCIM- NTR+)","Enter genotype",50,"DNK/MHM","mpeg1.1:NTR-IRES-EGFP","hsp70:C8ORF4-2A-EGFP","23066","23067","lens-; cmlc2:EGFP+"
1,"23603","14-Jun-22","hsp70:C8ORF4-2A-EGFP-L3 outx mpeg:NTR-IRES-EGFP (TCIM- NTR-)","Enter genotype",50,"DNK/MHM","mpeg1.1:NTR-IRES-EGFP","hsp70:C8ORF4-2A-EGFP","23066","23067","lens-; cmlc2:EGFP-"
1,"23604","16-Jun-22","1kb-ctgfa-del-L3 inx","Enter genotype",75,"DNK/MHM","1kb-ctgfa-del-L3","1kb-ctgfa-del-L3","23364","23364",""
1,"23605","16-Jun-22","mpeg1.1-2A-CreERT2-L1 outx AB","Enter genotype",75,"DNK/MHM","AB","mpeg1.1-2A-CreERT2-L1","","23238",""
1,"23606","14-Jun-22","vglut2a:RFP;gad1b:GFP","RFP/+ ; GFP/+",80,"VMS/MHM","AB","Tg(vglut2a:RFP(RFP/+);gad1b:GFP(GFP/+))","22914","21480",""
1,"23607","14-Jun-22","vglut2a:RFP;gad1b:GFP(GFP/+);mstnb","RFP/+ ; +/+ or +/- or -/-",80,"VMS/MHM","mstnb(+/-);gad1b:GFP","mstnb(+/-);vglut2a:GFP","20959","20960",""
1,"23612","16-Jun-22","EKAB","Enter genotype",40,"MHM/RM","AB","EK","","",""
1,"23617","16-Jun-22","ubi:mTagBFP2-switch-TCIM-2A-EGFP injected","Enter genotype",40,"DNK/MHM","AB","AB","","","BFP++"
1,"23618","16-Jun-22","ubi:mTagBFP2-switch-TCIM-2A-EGFP injected","Enter genotype",90,"DNK/MHM","AB","AB","","","BFP+"
1,"23619","16-Jun-22","ubi:mTagBFP2-switch-TCIM-2A-EGFP injected","Enter genotype",90,"DNK/MHM","AB","AB","","","BFP-"
1,"23637","22-Jun-22","GFAP:GFP;casper","Enter genotype",40,"MHM/RM","casper","GFAP:GFP;casper","","21636","GFP+"
1,"23638","22-Jun-22","huc-NTR-mcherry;Casper","Enter genotype",40,"MHM/RM","casper","huc-NTR-mcherry;Casper","","21637","RFP+"
1,"23641","22-Jun-22","Tg(dbx1b:GFP); mstnb","GFP/+ ; +/+ or +/- or -/-",80,"VMS/MHM","mstnb(+/-)","dbx1b:GFP(GFP/+);mstnb(+/-)","20950","19137","Screened for GFP, genotype for mstnb"
1,"23643","23-Jun-22","ub:BSG Apoe3 F0","Enter genotype",40,"MHM/RM/ED","AB","AB","","","BFP+"
1,"23644","23-Jun-23","ub:BSG Apoe4 F0","Enter genotype",40,"MHM/RM/ED","AB","AB","","","BFP+"
1,"23659","23-Jun-22","ub:BSG Apoe3 F0","Enter genotype",30,"MHM/RM/CR","AB","AB","","","BFP+"
1,"23660","23-Jun-22","ub:BSG Apoe4 F0","Enter genotype",21,"MHM/RM/CR","AB","AB","","","BFP+"
1,"23685","29-Jun-22","hdac10-stl715 ","+/+ or +/- or -/-",120,"VMS/MHM","hdac10-stl715(+/-)","hdac10-stl715(+/-)","22244","22244","Genotype for stl715 allele and then surgery and swim "
